"A-4"|No |"40856813"|"66901411"
"A-4"|No |"40856814"|"66901412"
"A-1"|No |"40856815"|"66901413"
"A-2"|No |"40856815"|"66901414"
"A-3"|No |"40856815"|"66901415"
"A-1"|No |"40856816"|"66901416"
"A-2"|No |"40856816"|"66901417"
"A-3"|No |"40856816"|"66901418"
"A-4"|No |"40856816"|"66901419"
"A-2"|No |"40856817"|"66901420"
"A-4"|No |"40856817"|"66901421"
"A-1"|No |"40856818"|"66901422"
"A-2"|No |"40856818"|"66901423"
"A-3"|No |"40856818"|"66901424"
"A-4"|No |"40856818"|"66901425"
"A-1"|No |"40856819"|"66901426"
"A-2"|No |"40856819"|"66901427"
"A-3"|No |"40856819"|"66901428"
"A-1"|No |"40856820"|"66901429"
"A-2"|No |"40856820"|"66901430"
"A-4"|No |"40856820"|"66901431"
"A-1"|No |"40856821"|"66901432"
"A-2"|No |"40856821"|"66901433"
"A-4"|No |"40856821"|"66901434"
"A-1"|No |"40856822"|"66901435"
"A-2"|No |"40856822"|"66901436"
"A-4"|No |"40856822"|"66901437"
"A-1"|No |"40856823"|"66901438"
"A-2"|No |"40856823"|"66901439"
"A-3"|No |"40856823"|"66901440"
"A-1"|No |"40856824"|"66901441"
"A-2"|No |"40856824"|"66901442"
"A-4"|No |"40856824"|"66901443"
"A-1"|No |"40856825"|"66901444"
"A-2"|No |"40856825"|"66901445"
"A-3"|No |"40856825"|"66901446"
"A-4"|No |"40856825"|"66901447"
"A-1"|No |"40856826"|"66901448"
"A-1"|No |"40856827"|"66901449"
"A-1"|No |"40856828"|"66901450"
"A-2"|No |"40856828"|"66901451"
"A-3"|No |"40856828"|"66901452"
"A-4"|No |"40856828"|"66901453"
"A-2"|No |"40856829"|"66901454"
"A-4"|No |"40856829"|"66901455"
"A-3"|No |"40856830"|"66901456"
"A-4"|No |"40856830"|"66901457"
"A-1"|No |"40856830"|"66901458"
"A-2"|No |"40856830"|"66901459"
"A-1"|No |"40856831"|"66901460"
"A-2"|No |"40856831"|"66901461"
"A-3"|No |"40856831"|"66901462"
"A-2"|No |"40856832"|"66901463"
"A-4"|No |"40856832"|"66901464"
"A-2"|No |"40856833"|"66901465"
"A-4"|No |"40856833"|"66901466"
"A-1"|No |"40856834"|"66901467"
"A-2"|No |"40856834"|"66901468"
"A-1"|No |"40856835"|"66901469"
"A-2"|No |"40856835"|"66901470"
"A-3"|No |"40856835"|"66901471"
"A-4"|No |"40856835"|"66901472"
"A-2"|No |"40856836"|"66901473"
"A-4"|No |"40856836"|"66901474"
"A-1"|No |"40856837"|"66901475"
"A-2"|No |"40856837"|"66901476"
"A-3"|No |"40856837"|"66901477"
"A-4"|No |"40856837"|"66901478"
"A-1"|No |"40856838"|"66901479"
"A-2"|No |"40856838"|"66901480"
"A-3"|No |"40856838"|"66901481"
"A-4"|No |"40856839"|"66901482"
"A-6"|No |"40856839"|"66901483"
"A-4"|No |"40856840"|"66901484"
"A-6"|No |"40856840"|"66901485"
"A-1"|No |"40856841"|"66901486"
"A-2"|No |"40856841"|"66901487"
"A-4"|No |"40856841"|"66901488"
"A-1"|No |"40856842"|"66901489"
"A-2"|No |"40856842"|"66901490"
"A-3"|No |"40856842"|"66901491"
"A-1"|No |"40856843"|"66901492"
"A-1"|No |"40856844"|"66901493"
"A-1"|No |"40856845"|"66901494"
"A-2"|No |"40856845"|"66901495"
"A-3"|No |"40856845"|"66901496"
"A-4"|No |"40856845"|"66901497"
"A-1"|No |"40856846"|"66901498"
"A-2"|No |"40856846"|"66901499"
"A-3"|No |"40856846"|"66901500"
"A-4"|No |"40856846"|"66901501"
"A-1"|No |"40856847"|"66901502"
"A-2"|No |"40856847"|"66901503"
"A-3"|No |"40856847"|"66901504"
"A-2"|No |"40856848"|"66901505"
"A-4"|No |"40856848"|"66901506"
"A-2"|No |"40856849"|"66901507"
"A-4"|No |"40856849"|"66901508"
"A-1"|No |"40856850"|"66901509"
"A-2"|No |"40856850"|"66901510"
"A-3"|No |"40856850"|"66901511"
"A-1"|No |"40856851"|"66901512"
"A-2"|No |"40856851"|"66901513"
"A-4"|No |"40856851"|"66901514"
"A-1"|No |"40856852"|"66901515"
"A-2"|No |"40856852"|"66901516"
"A-3"|No |"40856852"|"66901517"
"A-1"|No |"40856853"|"66901518"
"A-1"|No |"40856854"|"66901519"
"A-2-4"|No |"40856855"|"66901520"
"A-2-4"|No |"40856856"|"66901521"
"A-3"|No |"40856856"|"66901522"
"A-2-4"|No |"40856857"|"66901523"
"A-3"|No |"40856857"|"66901524"
"A-2-4"|No |"40856858"|"66901525"
"A-3"|No |"40856858"|"66901526"
"A-2"|No |"40856859"|"66901527"
"A-4"|No |"40856859"|"66901528"
"A-1"|No |"40856860"|"66901529"
"A-2"|No |"40856860"|"66901530"
"A-3"|No |"40856860"|"66901531"
"A-1"|No |"40856861"|"66901532"
"A-2"|No |"40856861"|"66901533"
"A-3"|No |"40856861"|"66901534"
"A-2"|No |"40856862"|"66901535"
"A-3"|No |"40856862"|"66901536"
"A-4"|No |"40856862"|"66901537"
"A-1"|No |"40856863"|"66901538"
"A-2"|No |"40856863"|"66901539"
"A-3"|No |"40856863"|"66901540"
"A-1"|No |"40856864"|"66901541"
"A-2"|No |"40856864"|"66901542"
"A-3"|No |"40856864"|"66901543"
"A-8"|No |"40856865"|"66901544"
"A-1"|No |"40856866"|"66901545"
"A-2"|No |"40856866"|"66901546"
"A-3"|No |"40856866"|"66901547"
"A-4"|No |"40856866"|"66901548"
"A-1"|No |"40856867"|"66901549"
"A-2"|No |"40856867"|"66901550"
"A-3"|No |"40856867"|"66901551"
"A-4"|No |"40856867"|"66901552"
"A-1"|No |"40856868"|"66901553"
"A-2"|No |"40856868"|"66901554"
"A-3"|No |"40856868"|"66901555"
"A-4"|No |"40856868"|"66901556"
"A-4"|No |"40856869"|"66901557"
"A-6"|No |"40856869"|"66901558"
"A-4"|No |"40856870"|"66901559"
"A-6"|No |"40856870"|"66901560"
"A-4"|No |"40856871"|"66901561"
"A-6"|No |"40856871"|"66901562"
"A-1"|No |"40856872"|"66901563"
"A-2"|No |"40856872"|"66901564"
"A-3"|No |"40856872"|"66901565"
"A-4"|No |"40856872"|"66901566"
"A-2"|No |"40856873"|"66901567"
"A-4"|No |"40856873"|"66901568"
"A-1"|No |"40856874"|"66901569"
"A-2"|No |"40856874"|"66901570"
"A-3"|No |"40856874"|"66901571"
"A-4"|No |"40856874"|"66901572"
"A-1"|No |"40856875"|"66901573"
"A-2"|No |"40856875"|"66901574"
"A-3"|No |"40856875"|"66901575"
"A-4"|No |"40856876"|"66901576"
"A-2"|No |"40856876"|"66901577"
"A-2"|No |"40856877"|"66901578"
"A-4"|No |"40856877"|"66901579"
"A-2"|No |"40856878"|"66901580"
"A-4"|No |"40856878"|"66901581"
"A-2"|No |"40856879"|"66901582"
"A-3"|No |"40856879"|"66901583"
"A-2"|No |"40856880"|"66901584"
"A-3"|No |"40856880"|"66901585"
"A-1"|No |"40856881"|"66901586"
"A-2"|No |"40856881"|"66901587"
"A-3"|No |"40856881"|"66901588"
"A-4"|No |"40856881"|"66901589"
"A-2"|No |"40856882"|"66901590"
"A-4"|No |"40856882"|"66901591"
"A-1"|No |"40856883"|"66901592"
"A-2"|No |"40856883"|"66901593"
"A-3"|No |"40856883"|"66901594"
